class,tweet,clean_txt
1,RT @kidnoble: Olivia a bird for believing this shit. #ScandalABC,rt  olivia bird believ shit scandalabc
1,RT @kiii_anna: I was wearing bucket hats before you basic bitches http://t.co/9XPBV1VDN7,rt 
1,"RT @killaaakam_: Who's gassin these hoes, BP? &#128564;",rt  whos gassin hoe bp 
1,RT @kimble_zyelon: when i see a pretty girl i be like YASSSS slay on these hoes &#128571;&#128525;&#128553;&#128514; http://t.co/bOVprgb4W9,rt 
1,RT @king_daddy001: That bitch got a red COOTCHEE rover and shit &#128514;&#128514;&#128514;&#128514;&#128514; @erykahminor_,rt  bitch got red cootche rover shit  erykahminor
1,RT @king_lazi: Karma is a bitch just make sure that bitch is beautiful.,rt  karma bitch make sure bitch beauti
2,"RT @kingdomofwench: @graceishuman I've also seen a lot of that ""We're Democrats and we're for Charlie Baker!"" ad which makes me want to scr&#8230;",rt  graceishuman ive also seen lot democrat charli baker ad make want 
1,RT @kingsleyyy: That look after you just put a bitch in their place http://t.co/GPND50I5Of,rt 
1,RT @kingsleyyy: The SAME PEOPLE that be calling people hoes be the main ones sucking dick for a chalupa. Worry bout YOU.,rt  peopl call peopl hoe main one suck dick chalupa worri bout
1,RT @kishtwistemup: Life to short to be salty.. get u some pussy be happy,rt  life short salti get u pussi happi
1,RT @kitcoskjones: im soooo over having a bitch it aint EVEN funny lbs....,rt  im soooo bitch aint even funni lbs
2,RT @kitt: @shinypb not only you. and that pom stuff? totally porn.,rt  shinypb pom stuff total porn
1,"RT @kizzmybutt: You had me at, ""I hate that bitch too""",rt  hate bitch
1,RT @kj_feliciano: @vivalamarley yea dem hoes crazy,rt  vivalamarley yea dem hoe crazi
1,RT @kohkohbxtchzz: Real bitches (like me) make sure you get some even when they not. Lol,rt  real bitch like make sure get even lol
1,RT @koleworld4: but i don't fck with broke bitches &#128524;,rt  dont fck broke bitch 
1,RT @koleworld4: every time i come out im never with newwww bitches,rt  everi time come im never newwww bitch
1,"RT @koniikonn: &#8220;@_Weezy_Wee: If you ask me, every bitch gay&#8221; not me I'm all sexual",rt  ask everi bitch  im sexual
2,RT @koolestbreeze: Thanks Charlie!! http://t.co/iw06cCEkND,rt 
1,RT @kooleyCobain: You can't find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same.,rt  cant find lookin cuz busi likin   bitch time
1,RT @koreyona_unique: i hate messy females that live for mess... like go sit down somewhere . go get classy hoe &#128536;&#128564;&#128129;,rt  hate messi femal live mess like go sit somewher  go get classi hoe 
1,"RT @korsczurek: Got to hold a koala, take selfies with kangaroos, saw a bunch of bad ass birds of prey, and pet a fucking emu today... wtf &#8230;",rt  got hold koala take selfi kangaroo saw bunch bad ass bird prey pet fuck emu today wtf 
2,RT @kostaskarelis: Cincy fans talk trash about the city of #CLE and then root for the @Cavs like they belong. #stillCLE #CLEallday #GoBrowns,rt  cinci fan talk trash citi cle root cav like belong stillcl cleallday gobrown
1,RT @kpips_forever: Nobody want no pussy 25 other niggas done had before,rt  nobodi want pussi  nigga done
1,"RT @kreptplaydirty: Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL",rt  jammer said thought mustard beat ho say abdullah beat whole time loooooool
1,"RT @krisinizu: I'm telling you, shaved pussy is ugly.",rt  im tell shave pussi ugli
0,"RT @kristajayMFC: No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt.",rt  mom im dramat immatur fuck mental problem your bitch cunt
2,"RT @kristinhersh: my son, Wyatt: ""do rednecks have mullets to keep from getting red necks?""",rt  redneck mullet keep get red neck
1,RT @krystalschnutz: If I can eat some random bitches ass I can eat iggy's ass.. #randomthought #randomthot #shitiwouldneverdo,rt  eat random bitch ass eat iggi ass randomthought randomthot shitiwouldneverdo
1,RT @ktthegod: I hate you dumb bitches that swear that to be happy you need to be a in a relationship. y'all honestly need to revaluate life,rt  hate dumb bitch swear happi need relationship yall honest need revalu life
2,RT @kuczaaaK: I'm getting trash talked by a 8 year old #wtf,rt  im get trash talk  year old wtf
1,RT @kurngb: Fuck wrong w/ these bitches lately?,rt  fuck wrong w bitch late
1,"RT @kushed_420: ""It's a joke bitch, fix ya face"" &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/8lRHRZcaUK",rt 
1,"RT @kvchef26: ""@xomaryjeanxo: It's my pussy not yours http://t.co/qokhLnXAi1"" I think this gotta be my favorite naked picture ever....damn",rt  think gotta favorit nake pictur everdamn
1,"RT @kvi2xs: &#128514;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#8220;@ImNeverChillin: BITCH FOR WHO, GAP? RT ""@porkhub: I'm a model Yall bitches can't tell me nothin"" http://t.co/yuoMXTdHt&#8230;",rt 
0,"RT @kwagiheath: It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh",rt  comfort nicca like say comthablesmh
1,RT @kxllcity_: why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,rt  femal think cute rude af time mean reason shit aint cute bitch
1,RT @kxnggerald: unemployed niggas be having all the hoes &#128514;&#128546;,rt  unemploy nigga hoe 
1,RT @kxngnandi: &#128175; I wish the bitch would . http://t.co/6Fm6UIgKdm,rt 
1,RT @kxngtae: niggas will cheat on a girl then stalk her and call her a hoe for moving on. talking bout she gave up too quick,rt  nigga cheat girl stalk call hoe move talk bout gave quick
1,"RT @kxyIx: Females love stealing someone's boyfriend , that's not cute y'all hoes need some morals &amp; life goals",rt  femal love steal someon boyfriend  that cute yall hoe need moral amp life goal
1,RT @kyanne_smith: @rahshauna. You arent a bitch.,rt  rahshauna arent bitch
2,"RT @kyle_park: ""You've got to have smelt a lot of manure before you can sing like a hillbilly."" #HankWilliams http://t.co/XKwON1L0nB",rt 
1,RT @kylegotjokes: Me when your bitch favorites my tweets http://t.co/MaOkZqlAOs,rt tcomaokzqlao
1,RT @kylerea03: When your at the pharmacist and they tell you your medicine will be ready in 15 mins.... Wtf bitch it's been 30... #stillwai&#8230;,rt  pharmacist tell medicin readi  min wtf bitch  
1,RT @laceeybugg: @hedge_brandon you're such a queer &#58386;,rt  hedgebrandon your queer 
2,RT @lachlan: So who wants to tell the Washington Post that Charlie Crist is a Democrat? http://t.co/LGzzYusEKZ http://t.co/2jCVv7qxqf,rt 
1,"RT @laken_heavner: I'm such a bitch, I'm hard to handle, I'm stubborn, and I have an attitude. Sorry to the people who put up with it &#128582;",rt  im bitch im hard handl im stubborn attitud sorri peopl put 
2,"RT @laken_heavner: What I really want is some brownies from H&amp;R, iced latte, my boy, and a blanket w/ movies. That sounds prettttttty amazi&#8230;",rt  realli want browni hampr ice latt boy blanket w movi sound prettttttti 
1,RT @lamLilDurk: Black girls hoes cause they fuck niggas for money revenge and dumb shit like that,rt  black girl hoe caus fuck nigga money reveng dumb shit like
1,"RT @lamarXO: man these hoes so familiar, one minute on the team next minute they ain't with ya.",rt  man hoe familiar one minut team next minut aint ya
1,RT @lamessican: I love when bitches throw shade. Just confirms i'm doing something right &#128514;,rt  love bitch throw shade confirm im someth right 
1,"RT @landraa__: ""@Food_BE_goodHUH: IM CRYING&#128553;&#128557;&#128514;&#9996;&#65039; http://t.co/Lw0mhdJ7Cg"" &#128557;&#128514;&#128514; that bitch going hard",rt   bitch go hard
1,"RT @larryelder: Holder asks, ""What AG has had to deal with that kind of treatment?&#8221; Tell the whiny little bitch to call Alberto Gonzales an&#8230;",rt  holder ask ag deal kind  tell whini littl bitch call alberto gonzal 
1,"RT @larryx2010: @Tip 4370 sunnyslope dr, memphis tenn 38141...come over and get fucked in the ass you lil skinny bitch, i love read skinny &#8230;",rt  tip  sunnyslop dr memphi tenn  get fuck ass lil skinni bitch love read skinni 
1,"RT @lategrllishaa_: ""@_reathie: ""@lategrllishaa_: ""@_reathie: @lategrllishaa_ &#128514;&#128514; whatUp""Wyd B &#128514;&#128514;&#128514;""chilling in the square wbu ?""bitch wat u &#8230;",rt  lategrllishaa  whatupwyd b  squar wbu bitch wat u 
1,RT @laurenramirez16: @SatsuiYesHadou bitch nigga &#128520;,rt  satsuiyeshadou bitch nigga 
1,RT @lavishlolaaaaaa: Bitches be out here eating pussy more than niggas &#58385;&#58407;,rt  bitch eat pussi nigga 
1,RT @laydeesweets: Exactly!! &amp; i miss you bitch! @VivaLAJuicyy69,rt  exact amp miss bitch 
1,"RT @league_mvp: If you feel gotta party every weekend for entertainment, ima just assume you embrace partaking in hoe-like activities",rt  feel gotta parti everi weekend entertain ima assum embrac partak hoelik activ
1,RT @leandr321: I can't never keep no bitch cause I put them hoze out,rt  cant never keep bitch caus put hoze
1,RT @leandr321: I'm one of those faggots who hates the word mines,rt  im one faggot hate word mine
1,RT @leandr321: Lowkey have no hoes and my life is an L,rt  lowkey hoe life l
1,"RT @leechee420: I went to GNC today and the cashier had ""bitch, we don't sell chocolate cake here"" written all over her face when she looke&#8230;",rt  went gnc today cashier bitch dont sell chocol cake written face 
1,RT @leek_porter21: &#8220;@_1MDot: I hate a always wanna smoke but aint got no money as nigga/bitch like bye falisha&#8221;&#128514;&#128514;&#128514;,rt  hate alway wanna smoke aint got money niggabitch like bye 
2,RT @legapsi06: I've only watched 10mins of this trash and I feel like I just wasted some valuable minutes of my life that I can never get b&#8230;,rt  ive watch  trash feel like wast valuabl minut life never get 
1,RT @lesbolife: when some bitch flirts with bae http://t.co/vDDth2Mq1I,rt 
1,RT @lesxo_: cant turn a hoe into a husband either,rt  cant turn hoe husband either
1,RT @leticiamvrie: Duh bitch,rt  duh bitch
1,RT @letsargueboxing: @staycoolwheels screaming like a little bitch lmaooo,rt  staycoolwheel scream like littl bitch lmaooo
1,RT @letsquotecomedy: Trying so hard to resist the urge to smack a bitch http://t.co/LtDBNLmOVu,rt tcoltdbnlmovu
2,RT @lexipost30: love birds.,rt  love bird
2,RT @lexxxilove: I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.,rt  wake middl night chug orang juic straight bottl sorri mom
1,"RT @liIdurk__: Dese hoes be ugly af talking bout ""if I wanted yo boyfriend I could have him"" Bitch you look like a boyfriend &#128514;&#128514;",rt  dese hoe ugli af talk bout want yo boyfriend could bitch look like boyfriend 
1,RT @liIdurk__: U dont like me but ya bitch do!!!!!,rt  u dont like ya bitch
0,RT @librarianknight: More queer lady Templars. That's my point.,rt  queer ladi templar that point
1,"RT @liddoprincess: Call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have bitches as ""friends"" these hoes ain'&#8230;",rt  call insecur u want fuck man doesnt need friend bitch friend hoe 
1,RT @lifewitRy_: where these bitches at &#128555;&#128525;&#128525;&#128525; http://t.co/I8zxwKXk71,rt 
0,"RT @lightskin_chink: This vine still funny as shit to me &#128557;&#128557;&#128514;""How many niggers are in my store""? https://t.co/t7rUJTKEi1",rt 
1,RT @lilDarrell12: And if you looking for my I'll be on these bitches mind,rt  look ill bitch mind
1,RT @lil_dannyyy: It ain't nothing to cut that bitch off &#10071;&#65039;,rt  aint noth cut bitch 
1,RT @lil_tataaa: Somebody call an ambulance because these bitches dieing for attention,rt  somebodi call ambul bitch die attent
1,RT @lilbrownbear330: about to rock this bitch with @weare_golden with our beautiful angelic voices #Gaffeoke,rt  rock bitch wearegolden beauti angel voic gaffeok
1,"RT @lildickytweets: Eugene, come watch me run circles round the rap game like my name was chip kelly in this bitch http://t.co/kJzH0U4uSz h&#8230;",rt  
1,RT @lildurk_: Dese hoes be actin up,rt  dese hoe actin
1,RT @lildurk_: From my experience these bitches ain't shit my pass all bad on 4nem,rt  experi bitch aint shit pass bad 
1,RT @lildurk_: How you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick #Maserati,rt  wife dat bitch  nigga fuck cliqu  nigga actin rich dese boppin hoe dick maserati
0,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;,rt  dont fuck bitch nigga fuck nigga 
1,RT @lildurk_: I hate a bitch that think they crazy &#128514;&#128514;&#128514;&#128514;,rt  hate bitch think crazi 
1,RT @lildurk_: I hate wen hoes lie and say I fucked em #signedtothestreets2,rt  hate wen hoe lie say fuck em 
1,RT @lildurk_: I need a loyal bitch not no goofy bitch,rt  need loyal bitch goofi bitch
1,RT @lildurk_: I'm finna up my bag so I'm cutting you weak hoes off,rt  im finna bag im cut weak hoe
1,RT @lildurk_: Ima pull up eat the pussy and dip,rt  ima pull eat pussi dip
1,RT @lildurk_: Never have kids by a fan bitch if so cop #signedtothestreets2 lol,rt  never kid fan bitch cop  lol
1,RT @lildurk_: No time to play wit bitches,rt  time play wit bitch
2,RT @lildurk_: S/o all my real fans who can wait and not want me to put out trash like other rappers #signedtothestreets2 #iGO,rt  real fan wait want put trash like rapper  igo
1,RT @lildurk_: Seem like dese bitches ain't loyal,rt  seem like dese bitch aint loyal
1,RT @lildurk_: These bitches ain't my bitches,rt  bitch aint bitch
1,"RT @lilduval: ""People need to mind they business"" bitch this the Internet. stop posting shit then",rt  peopl need mind busi bitch internet stop post shit
1,"RT @lilduval: A bitch get 20,000 followers she's a boss and starting up a boutique. And wearing shades in public",rt  bitch get  follow shes boss start boutiqu wear shade public
1,RT @lilduval: A good woman comes around every 3 bitches. A good man comes around.......well u get the point,rt  good woman come around everi  bitch good man come aroundwel u get point
1,RT @lilduval: Come this fall I'm cuffin side bitches. Y'all had y'all time the whole summer,rt  come fall im cuffin side bitch yall yall time whole summer
1,RT @lilduval: It's some good side bitches out here don't let nobody tell u different,rt  good side bitch dont let nobodi tell u differ
1,RT @lilduval: Maaan these hoes be photoshopping RT @007M_H: @lilduval damn you suppose to be that nigga. How you get catfished,rt  lilduv damn suppos nigga get catfish
1,RT @lilduval: Most of worried about looking like a hoe. Gon regret it when u get older. Cuz u missing out on a lot of fun,rt  worri look like hoe gon regret u get older cuz u miss lot fun
1,RT @lilduval: One good woman is worth a thousand bad bitches......but I still wanna fuck a thousand bitches,rt  one good woman worth thousand bad bitchesbut still wanna fuck thousand bitch
1,"RT @lilduval: Real bitches text u ""can u talk"" before they call",rt  real bitch text u u talk call
